File Name,Execution Time (seconds)
ltl2dba_C214.tlsf,.020589106
ltl2dba_C216.tlsf,.019650793
ltl2dba_C22.tlsf,.019500729
ltl2dba_C225.tlsf,.018809007
ltl2dba_C23.tlsf,.020347427
ltl2dba_C24.tlsf,.019526359
ltl2dba_C25.tlsf,.020317432
ltl2dba_C250.tlsf,.019318631
ltl2dba_C26.tlsf,.023127270
ltl2dba_C27.tlsf,.025053178
ltl2dba_C28.tlsf,.021270763
ltl2dba_C29.tlsf,.018880647
ltl2dba_E1.tlsf,.020710040
ltl2dba_E10.tlsf,.019558123
ltl2dba_E12.tlsf,.018960349
ltl2dba_E14.tlsf,.029084875
ltl2dba_E15.tlsf,.019792614
ltl2dba_E16.tlsf,.019567133
ltl2dba_E2.tlsf,.019420881
ltl2dba_E3.tlsf,.019132708
ltl2dba_E4.tlsf,.018383859
ltl2dba_E5.tlsf,.019110146
ltl2dba_E6.tlsf,.018866618
ltl2dba_E7.tlsf,.019327363
ltl2dba_E8.tlsf,.018982319
ltl2dba_E9.tlsf,.019982758
ltl2dba_Q1.tlsf,.020461414
ltl2dba_Q10.tlsf,.019217314
ltl2dba_Q100.tlsf,.026523593
ltl2dba_Q2.tlsf,.020002854
ltl2dba_Q25.tlsf,.020444085
ltl2dba_Q3.tlsf,.021101589
ltl2dba_Q4.tlsf,.020090831
ltl2dba_Q5.tlsf,.018998166
ltl2dba_Q50.tlsf,.020887024
ltl2dba_Q6.tlsf,.020941271
ltl2dba_Q7.tlsf,.020259289
ltl2dba_Q8.tlsf,.019788953
ltl2dba_R1.tlsf,.021392553
ltl2dba_R10.tlsf,1.699393145
ltl2dba_R11.tlsf,7.060137836
ltl2dba_R12.tlsf,30.783482581
ltl2dba_R14.tlsf,Timeout
ltl2dba_R16.tlsf,Timeout
ltl2dba_R2.tlsf,.022031423
ltl2dba_R3.tlsf,.027472082
ltl2dba_R4.tlsf,.197702008
ltl2dba_R5.tlsf,8.366396887
ltl2dba_R6.tlsf,Timeout
ltl2dba_R7.tlsf,Timeout
ltl2dba_R8.tlsf,.192860228
ltl2dba_U11.tlsf,.022450190
ltl2dba_U110.tlsf,.022891617
ltl2dba_U1100.tlsf,.027755617
ltl2dba_U12.tlsf,.020475104
ltl2dba_U125.tlsf,.026975422
ltl2dba_U13.tlsf,.021583175
ltl2dba_U14.tlsf,.022374319
ltl2dba_U15.tlsf,.022816375
ltl2dba_U150.tlsf,.022714230
ltl2dba_U16.tlsf,.022170749
ltl2dba_U17.tlsf,.021576056
ltl2dba_U18.tlsf,.023210812
ltl2dba_U19.tlsf,.023157773
ltl2dba_alpha1.tlsf,.021615190
ltl2dba_alpha10.tlsf,.024366978
ltl2dba_alpha100.tlsf,.022958257
ltl2dba_alpha12.tlsf,.026362704
ltl2dba_alpha14.tlsf,.023339656
ltl2dba_alpha16.tlsf,.022736454
ltl2dba_alpha2.tlsf,.023243310
ltl2dba_alpha25.tlsf,.020106660
ltl2dba_alpha3.tlsf,.019814813
ltl2dba_alpha4.tlsf,.020165686
ltl2dba_alpha5.tlsf,.019741386
ltl2dba_alpha50.tlsf,.019848497
ltl2dba_alpha6.tlsf,.021050599
ltl2dba_alpha7.tlsf,.021590033
ltl2dba_alpha8.tlsf,.021065891
ltl2dba_beta1.tlsf,.020282121
ltl2dba_beta10.tlsf,.021254576
ltl2dba_beta100.tlsf,.026277029
ltl2dba_beta15.tlsf,.020960345
ltl2dba_beta2.tlsf,.020155493
ltl2dba_beta3.tlsf,.021099008
ltl2dba_beta30.tlsf,.021485308
ltl2dba_beta4.tlsf,.020130035
ltl2dba_beta5.tlsf,.020716168
ltl2dba_beta6.tlsf,.020198210
ltl2dba_beta7.tlsf,.024847534
ltl2dba_beta8.tlsf,.020870863
ltl2dba_theta1.tlsf,.022318232
ltl2dba_theta10.tlsf,.334605666
ltl2dba_theta100.tlsf,Timeout
ltl2dba_theta12.tlsf,2.601862925
ltl2dba_theta14.tlsf,15.008075940
ltl2dba_theta16.tlsf,Timeout
ltl2dba_theta2.tlsf,.023271797
ltl2dba_theta25.tlsf,Timeout
ltl2dba_theta3.tlsf,.023175443
ltl2dba_theta4.tlsf,.029424217
ltl2dba_theta5.tlsf,.032412914
ltl2dba_theta50.tlsf,Timeout
ltl2dba_theta6.tlsf,.036027654
ltl2dba_theta7.tlsf,.051540402
ltl2dba_theta8.tlsf,.096994781
ltl2dpa01.tlsf,.023897771
ltl2dpa02.tlsf,.020853387
ltl2dpa03.tlsf,.025732555
ltl2dpa04.tlsf,.024642879
ltl2dpa05.tlsf,.018928492
ltl2dpa06.tlsf,.019850437
ltl2dpa07.tlsf,.020080946
ltl2dpa08.tlsf,.020737214
ltl2dpa09.tlsf,.021833712
ltl2dpa10.tlsf,.022535566
ltl2dpa11.tlsf,.020127779
ltl2dpa12.tlsf,.024882878
ltl2dpa13.tlsf,.036744181
ltl2dpa14.tlsf,.023186611
ltl2dpa15.tlsf,.019373063
ltl2dpa16.tlsf,.021725797
ltl2dpa17.tlsf,.023804450
ltl2dpa18.tlsf,.028226618
ltl2dpa19.tlsf,.042860427
ltl2dpa20.tlsf,.025136917
ltl2dpa21.tlsf,.022824873
ltl2dpa22.tlsf,.046146117
ltl2dpa23.tlsf,.019888060
ltl2dpa24.tlsf,.019189786
mux10.tlsf,.028150967
mux100.tlsf,.047772145
mux12.tlsf,.027756379
mux125.tlsf,.050300215
mux132.tlsf,.058738156
mux16.tlsf,.030828258
mux32.tlsf,.028843218
mux64.tlsf,.034602704
mux8.tlsf,.023874412
narylatch10.tlsf,.024106294
narylatch12.tlsf,.024002125
narylatch16.tlsf,.026661989
narylatch32.tlsf,.034627908
narylatch64.tlsf,.047919098
narylatch8.tlsf,.023928516
prioritized_arbiter1.tlsf,.024842422
prioritized_arbiter100.tlsf,.056703846
prioritized_arbiter2.tlsf,.026247404
prioritized_arbiter25.tlsf,Timeout
prioritized_arbiter3.tlsf,.036029964
prioritized_arbiter32.tlsf,Timeout
prioritized_arbiter4.tlsf,.043869630
prioritized_arbiter5.tlsf,.070594744
prioritized_arbiter6.tlsf,.214856699
prioritized_arbiter7.tlsf,1.073536404
prioritized_arbiter8.tlsf,5.463684993
prioritized_arbiter_enc10.tlsf,8.144554000
prioritized_arbiter_enc12.tlsf,40.752455011
prioritized_arbiter_enc16.tlsf,Timeout
prioritized_arbiter_enc32.tlsf,Timeout
prioritized_arbiter_enc64.tlsf,.134739929
prioritized_arbiter_enc8.tlsf,.797554247
prioritized_arbiter_unreal12_1.tlsf,.031608112
prioritized_arbiter_unreal12_10.tlsf,.309047290
prioritized_arbiter_unreal12_11.tlsf,.543597300
prioritized_arbiter_unreal12_12.tlsf,.984373957
prioritized_arbiter_unreal12_13.tlsf,2.129011104
prioritized_arbiter_unreal12_14.tlsf,4.795705834
prioritized_arbiter_unreal12_15.tlsf,10.106402323
prioritized_arbiter_unreal12_16.tlsf,21.388551414
prioritized_arbiter_unreal12_2.tlsf,.034162201
prioritized_arbiter_unreal12_3.tlsf,.032439789
prioritized_arbiter_unreal12_4.tlsf,.050890701
prioritized_arbiter_unreal12_5.tlsf,.043584018
prioritized_arbiter_unreal12_6.tlsf,.046273856
prioritized_arbiter_unreal12_7.tlsf,.060897542
prioritized_arbiter_unreal12_8.tlsf,.090728643
prioritized_arbiter_unreal12_9.tlsf,.147542192
prioritized_arbiter_unreal13_1.tlsf,.038271196
prioritized_arbiter_unreal13_10.tlsf,Timeout
prioritized_arbiter_unreal13_11.tlsf,Timeout
prioritized_arbiter_unreal13_12.tlsf,Timeout
prioritized_arbiter_unreal13_13.tlsf,Timeout
prioritized_arbiter_unreal13_14.tlsf,Timeout
prioritized_arbiter_unreal13_15.tlsf,Timeout
prioritized_arbiter_unreal13_16.tlsf,Timeout
prioritized_arbiter_unreal13_2.tlsf,.051330403
prioritized_arbiter_unreal13_3.tlsf,.074682696
prioritized_arbiter_unreal13_4.tlsf,.207942028
prioritized_arbiter_unreal13_5.tlsf,1.121695481
prioritized_arbiter_unreal13_6.tlsf,7.397516996
prioritized_arbiter_unreal13_7.tlsf,49.315817797
prioritized_arbiter_unreal13_8.tlsf,Timeout
prioritized_arbiter_unreal13_9.tlsf,Timeout
prioritized_arbiter_unreal14_1.tlsf,.067971241
prioritized_arbiter_unreal14_10.tlsf,Timeout
prioritized_arbiter_unreal14_11.tlsf,Timeout
prioritized_arbiter_unreal14_12.tlsf,Timeout
prioritized_arbiter_unreal14_13.tlsf,Timeout
prioritized_arbiter_unreal14_14.tlsf,Timeout
prioritized_arbiter_unreal14_15.tlsf,Timeout
prioritized_arbiter_unreal14_16.tlsf,Timeout
prioritized_arbiter_unreal14_2.tlsf,.185871975
prioritized_arbiter_unreal14_3.tlsf,1.068060130
prioritized_arbiter_unreal14_4.tlsf,10.632458448
prioritized_arbiter_unreal14_5.tlsf,Timeout
prioritized_arbiter_unreal14_6.tlsf,Timeout
prioritized_arbiter_unreal14_7.tlsf,Timeout
prioritized_arbiter_unreal14_8.tlsf,Timeout
prioritized_arbiter_unreal14_9.tlsf,Timeout
prioritized_arbiter_unreal15_16.tlsf,Timeout
prioritized_arbiter_unreal15_2.tlsf,1.284518450
prioritized_arbiter_unreal15_32.tlsf,Timeout
prioritized_arbiter_unreal15_4.tlsf,Timeout
prioritized_arbiter_unreal16_16.tlsf,Timeout
prioritized_arbiter_unreal16_2.tlsf,14.172575365
prioritized_arbiter_unreal16_32.tlsf,Timeout
prioritized_arbiter_unreal16_4.tlsf,Timeout
prioritized_arbiter_unreal210.tlsf,.041770032
prioritized_arbiter_unreal2100.tlsf,.967375494
prioritized_arbiter_unreal22.tlsf,.043647751
prioritized_arbiter_unreal23.tlsf,.114185547
prioritized_arbiter_unreal230.tlsf,.077617735
prioritized_arbiter_unreal24.tlsf,8.489341056
prioritized_arbiter_unreal25.tlsf,Timeout
prioritized_arbiter_unreal26.tlsf,Timeout
prioritized_arbiter_unreal260.tlsf,.285031000
prioritized_arbiter_unreal27.tlsf,Timeout
prioritized_arbiter_unreal28.tlsf,.049956793
robot_grid16_16.tlsf,21.356920697
robot_grid2_2.tlsf,.089679225
robot_grid4_4.tlsf,Timeout
robot_grid4_8.tlsf,Timeout
robot_grid5_1.tlsf,Timeout
robot_grid6_1.tlsf,Timeout
robot_grid8_8.tlsf,Timeout
round_robin_arbiter132.tlsf,Timeout
round_robin_arbiter16.tlsf,Timeout
round_robin_arbiter2.tlsf,.052636521
round_robin_arbiter3.tlsf,.053707439
round_robin_arbiter32.tlsf,Timeout
round_robin_arbiter4.tlsf,.096385404
round_robin_arbiter5.tlsf,.608833448
round_robin_arbiter6.tlsf,5.895967440
round_robin_arbiter64.tlsf,Timeout
round_robin_arbiter7.tlsf,Timeout
round_robin_arbiter_unreal12_1.tlsf,.030573336
round_robin_arbiter_unreal12_10.tlsf,.089164582
round_robin_arbiter_unreal12_11.tlsf,.162522323
round_robin_arbiter_unreal12_12.tlsf,.268248030
round_robin_arbiter_unreal12_13.tlsf,.602171518
round_robin_arbiter_unreal12_14.tlsf,1.171352119
round_robin_arbiter_unreal12_15.tlsf,2.519758195
round_robin_arbiter_unreal12_16.tlsf,5.839446970
round_robin_arbiter_unreal12_2.tlsf,.032938279
round_robin_arbiter_unreal12_3.tlsf,.035280737
round_robin_arbiter_unreal12_4.tlsf,.036619775
round_robin_arbiter_unreal12_5.tlsf,.033840706
round_robin_arbiter_unreal12_6.tlsf,.041326329
round_robin_arbiter_unreal12_7.tlsf,.040767899
round_robin_arbiter_unreal12_8.tlsf,.076987178
round_robin_arbiter_unreal12_9.tlsf,.086408231
round_robin_arbiter_unreal13_1.tlsf,.041215231
round_robin_arbiter_unreal13_10.tlsf,Timeout
round_robin_arbiter_unreal13_11.tlsf,Timeout
round_robin_arbiter_unreal13_12.tlsf,Timeout
round_robin_arbiter_unreal13_13.tlsf,Timeout
round_robin_arbiter_unreal13_14.tlsf,Timeout
round_robin_arbiter_unreal13_15.tlsf,Timeout
round_robin_arbiter_unreal13_16.tlsf,Timeout
round_robin_arbiter_unreal13_2.tlsf,.045877933
round_robin_arbiter_unreal13_20.tlsf,Timeout
round_robin_arbiter_unreal13_22.tlsf,Timeout
round_robin_arbiter_unreal13_3.tlsf,.070543440
round_robin_arbiter_unreal13_4.tlsf,.105228909
round_robin_arbiter_unreal13_5.tlsf,.395881823
round_robin_arbiter_unreal13_50.tlsf,Timeout
round_robin_arbiter_unreal13_6.tlsf,1.959527297
round_robin_arbiter_unreal13_7.tlsf,13.584175448
round_robin_arbiter_unreal13_8.tlsf,Timeout
round_robin_arbiter_unreal13_9.tlsf,Timeout
round_robin_arbiter_unreal14_1.tlsf,.100856401
round_robin_arbiter_unreal14_10.tlsf,Timeout
round_robin_arbiter_unreal14_11.tlsf,Timeout
round_robin_arbiter_unreal14_12.tlsf,Timeout
round_robin_arbiter_unreal14_13.tlsf,Timeout
round_robin_arbiter_unreal14_14.tlsf,Timeout
round_robin_arbiter_unreal14_15.tlsf,Timeout
round_robin_arbiter_unreal14_16.tlsf,Timeout
round_robin_arbiter_unreal14_2.tlsf,.124845987
round_robin_arbiter_unreal14_3.tlsf,.315399201
round_robin_arbiter_unreal14_4.tlsf,3.187283413
round_robin_arbiter_unreal14_5.tlsf,58.067875922
round_robin_arbiter_unreal14_6.tlsf,Timeout
round_robin_arbiter_unreal14_7.tlsf,Timeout
round_robin_arbiter_unreal14_8.tlsf,Timeout
round_robin_arbiter_unreal14_9.tlsf,Timeout
round_robin_arbiter_unreal22.tlsf,.029709921
round_robin_arbiter_unreal23.tlsf,.065670707
round_robin_arbiter_unreal24.tlsf,2.393382300
round_robin_arbiter_unreal25.tlsf,Timeout
round_robin_arbiter_unreal26.tlsf,Timeout
round_robin_arbiter_unreal27.tlsf,Timeout
round_robin_arbiter_unreal28.tlsf,Timeout
shift10.tlsf,.023671430
shift100.tlsf,.026978642
shift12.tlsf,.022832709
shift125.tlsf,.022947666
shift132.tlsf,.020951002
shift16.tlsf,.024310666
shift32.tlsf,.030546010
shift64.tlsf,.024704039
shift8.tlsf,.023889116
simple_arbiter10.tlsf,49.259494272
simple_arbiter12.tlsf,Timeout
simple_arbiter18.tlsf,Timeout
simple_arbiter2.tlsf,.043356431
simple_arbiter25.tlsf,Timeout
simple_arbiter3.tlsf,.043591338
simple_arbiter32.tlsf,Timeout
simple_arbiter4.tlsf,.032087713
simple_arbiter5.tlsf,.040882409
simple_arbiter6.tlsf,.082351029
simple_arbiter7.tlsf,.260851206
simple_arbiter8.tlsf,1.449450566
simple_arbiter9.tlsf,7.703589559
simple_arbiter_enc10.tlsf,13.758406031
simple_arbiter_enc12.tlsf,Timeout
simple_arbiter_enc13.tlsf,Timeout
simple_arbiter_enc14.tlsf,Timeout
simple_arbiter_enc15.tlsf,Timeout
simple_arbiter_enc16.tlsf,Timeout
simple_arbiter_enc32.tlsf,Timeout
simple_arbiter_enc64.tlsf,Timeout
simple_arbiter_enc8.tlsf,.853008242
simple_arbiter_unreal116_1.tlsf,Timeout
simple_arbiter_unreal116_2.tlsf,Timeout
simple_arbiter_unreal116_3.tlsf,Timeout
simple_arbiter_unreal116_4.tlsf,Timeout
simple_arbiter_unreal116_5.tlsf,Timeout
simple_arbiter_unreal12_1.tlsf,.027471982
simple_arbiter_unreal12_10.tlsf,.093013957
simple_arbiter_unreal12_12.tlsf,.296066013
simple_arbiter_unreal12_2.tlsf,.026388988
simple_arbiter_unreal12_3.tlsf,.032483518
simple_arbiter_unreal12_4.tlsf,.033520469
simple_arbiter_unreal12_5.tlsf,.028850221
simple_arbiter_unreal12_6.tlsf,.031626489
simple_arbiter_unreal12_7.tlsf,.036092537
simple_arbiter_unreal12_8.tlsf,.042170543
simple_arbiter_unreal12_9.tlsf,.064833460
simple_arbiter_unreal13_1.tlsf,.032777304
simple_arbiter_unreal13_11.tlsf,Timeout
simple_arbiter_unreal13_2.tlsf,.039799880
simple_arbiter_unreal13_3.tlsf,.055315944
simple_arbiter_unreal13_4.tlsf,.089710436
simple_arbiter_unreal13_5.tlsf,.526276035
simple_arbiter_unreal13_6.tlsf,2.369891198
simple_arbiter_unreal13_7.tlsf,13.742969186
simple_arbiter_unreal13_8.tlsf,Timeout
simple_arbiter_unreal13_9.tlsf,Timeout
simple_arbiter_unreal14_1.tlsf,.062434892
simple_arbiter_unreal14_10.tlsf,Timeout
simple_arbiter_unreal14_12.tlsf,Timeout
simple_arbiter_unreal14_2.tlsf,.063598632
simple_arbiter_unreal14_3.tlsf,.278987165
simple_arbiter_unreal14_4.tlsf,3.343344089
simple_arbiter_unreal14_5.tlsf,58.078501399
simple_arbiter_unreal14_6.tlsf,Timeout
simple_arbiter_unreal14_7.tlsf,Timeout
simple_arbiter_unreal14_8.tlsf,Timeout
simple_arbiter_unreal14_9.tlsf,Timeout
simple_arbiter_unreal15_1.tlsf,.079203898
simple_arbiter_unreal15_10.tlsf,Timeout
simple_arbiter_unreal15_2.tlsf,.357871568
simple_arbiter_unreal15_3.tlsf,5.515742499
simple_arbiter_unreal15_4.tlsf,Timeout
simple_arbiter_unreal15_5.tlsf,Timeout
simple_arbiter_unreal15_6.tlsf,Timeout
simple_arbiter_unreal15_7.tlsf,Timeout
simple_arbiter_unreal15_8.tlsf,Timeout
simple_arbiter_unreal15_9.tlsf,Timeout
simple_arbiter_unreal16_1.tlsf,.441844251
simple_arbiter_unreal16_2.tlsf,4.090639923
simple_arbiter_unreal16_3.tlsf,Timeout
simple_arbiter_unreal16_4.tlsf,Timeout
simple_arbiter_unreal16_5.tlsf,Timeout
simple_arbiter_unreal18_8.tlsf,Timeout
simple_arbiter_unreal210.tlsf,.034604322
simple_arbiter_unreal2100.tlsf,.614478571
simple_arbiter_unreal22.tlsf,.025525237
simple_arbiter_unreal225.tlsf,.054879844
simple_arbiter_unreal2250.tlsf,5.264505630
simple_arbiter_unreal23.tlsf,.045849654
simple_arbiter_unreal24.tlsf,2.578761375
simple_arbiter_unreal25.tlsf,Timeout
simple_arbiter_unreal250.tlsf,.239664218
simple_arbiter_unreal26.tlsf,Timeout
simple_arbiter_unreal27.tlsf,Timeout
simple_arbiter_unreal28.tlsf,.046579851
test2_f2774e0b.tlsf,.040194216
test3_efe2feaf.tlsf,2.913496065
test4_4b82b1f4.tlsf,.042360203
test5_6cbc6174.tlsf,.047642611
test6_0f5381e9.tlsf,.045434956
test7_2c5b09da.tlsf,.041432239
test8_88f351a6.tlsf,.038067904
test9_dd3a27e1.tlsf,.076120774
test_f3987563.tlsf,.025849272
tmp_13cfc6f2.tlsf,23.154252371
